"","Transaction","Item"
"3061",1487,"Coffee"
"3062",1487,"Muffin"
"3063",1488,"Coffee"
"3064",1490,"Bread"
"3065",1491,"Farm House"
"3066",1491,"Scandinavian"
"3067",1491,"Coffee"
"3068",1491,"Pastry"
"3069",1492,"Coffee"
"3070",1493,"Coffee"
"3071",1493,"Keeping It Local"
"3072",1494,"Bread"
"3073",1495,"Jam"
"3074",1496,"Alfajores"
"3075",1496,"Medialuna"
"3076",1496,"Coffee"
"3077",1496,"Bread"
"3078",1497,"Coffee"
"3079",1497,"Keeping It Local"
"3080",1498,"Coffee"
"3081",1499,"Bread"
"3082",1500,"Tea"
"3083",1500,"Muffin"
"3084",1501,"Coffee"
"3085",1501,"Hot chocolate"
"3086",1501,"Alfajores"
"3087",1502,"Bread"
"3088",1502,"Pastry"
"3089",1502,"Bread"
"3090",1503,"Coffee"
"3091",1504,"Bread"
"3092",1505,"Tea"
"3093",1506,"Coffee"
"3094",1506,"Sandwich"
"3095",1507,"Bread"
"3096",1508,"Soup"
"3097",1509,"Coffee"
"3098",1510,"Tea"
"3099",1511,"Coffee"
"3100",1511,"Soup"
"3101",1511,"Art Tray"
"3102",1511,"Pastry"
"3103",1512,"Hearty & Seasonal"
"3104",1512,"Mineral water"
"3105",1512,"Alfajores"
"3106",1513,"Bread"
"3107",1514,"Coffee"
"3108",1514,"Hearty & Seasonal"
"3109",1514,"Hearty & Seasonal"
"3110",1514,"Alfajores"
"3111",1514,"Alfajores"
"3112",1514,"Cake"
"3113",1514,"Bread"
"3114",1515,"Coffee"
"3115",1516,"Bread"
"3116",1517,"Cake"
"3117",1518,"Bread"
"3118",1519,"Fudge"
"3119",1520,"Muffin"
"3120",1521,"Bread"
"3121",1521,"Coffee"
"3122",1522,"Coffee"
"3123",1522,"Hearty & Seasonal"
"3124",1522,"Sandwich"
"3125",1522,"Bread"
"3126",1523,"Soup"
"3127",1523,"Coffee"
"3128",1524,"Coffee"
"3129",1524,"Hearty & Seasonal"
"3130",1524,"Keeping It Local"
"3131",1525,"Bread"
"3132",1526,"Coffee"
"3133",1526,"Coffee"
"3134",1527,"Scandinavian"
"3135",1528,"Coffee"
"3136",1528,"Alfajores"
"3137",1529,"Coffee"
"3138",1530,"Soup"
"3139",1530,"Brownie"
"3140",1531,"Coffee"
"3141",1531,"Coffee"
"3142",1532,"Bread"
"3143",1533,"Bread"
"3144",1534,"Bread"
"3145",1534,"Scandinavian"
"3146",1534,"Coffee"
"3147",1535,"Coffee"
"3148",1535,"Coffee"
"3149",1536,"Coffee"
"3150",1537,"Soup"
"3151",1538,"Coffee"
"3152",1538,"Muffin"
"3153",1539,"Cake"
"3154",1539,"Bread"
"3155",1539,"Hot chocolate"
"3156",1540,"Coffee"
"3157",1540,"Cake"
"3158",1541,"Cake"
"3159",1541,"Alfajores"
"3160",1541,"Coffee"
"3161",1541,"Tea"
"3162",1542,"Bread"
"3163",1543,"Coffee"
"3164",1544,"Coffee"
"3165",1544,"Tea"
"3166",1544,"Hot chocolate"
"3167",1544,"Brownie"
"3168",1544,"Alfajores"
"3169",1544,"Bread"
"3170",1545,"Hot chocolate"
"3171",1545,"Tea"
"3172",1545,"Brownie"
"3173",1545,"Alfajores"
"3174",1546,"Coffee"
"3175",1547,"Scandinavian"
"3176",1548,"Coffee"
"3177",1548,"Cookies"
"3178",1549,"Bread"
"3179",1549,"Coffee"
"3180",1550,"Coffee"
"3181",1550,"Bread"
"3182",1551,"Coffee"
"3183",1551,"Medialuna"
"3184",1552,"Coffee"
"3185",1552,"Coffee"
"3186",1553,"Coffee"
"3187",1554,"Medialuna"
"3188",1554,"Pastry"
"3189",1555,"Coffee"
"3190",1555,"Tea"
"3191",1555,"Pastry"
"3192",1555,"Muffin"
"3193",1556,"Coffee"
"3194",1556,"Pastry"
"3195",1557,"Bread"
"3196",1557,"Coffee"
"3197",1557,"Keeping It Local"
"3198",1558,"Bread"
"3199",1558,"Bread"
"3200",1558,"Pastry"
"3201",1559,"Coffee"
"3202",1559,"Medialuna"
"3203",1560,"Bread"
"3204",1561,"Coffee"
"3205",1562,"Coffee"
"3206",1562,"Coffee"
"3207",1563,"Bread"
"3208",1564,"Bread"
"3209",1564,"Tea"
"3210",1564,"Pastry"
"3211",1565,"Coffee"
"3212",1565,"Cookies"
"3213",1566,"Bread"
"3214",1566,"Bread"
"3215",1567,"Coffee"
"3216",1568,"Coffee"
"3217",1569,"Tea"
"3218",1569,"Bread"
"3219",1570,"Coffee"
"3220",1570,"Coffee"
"3221",1570,"Medialuna"
"3222",1570,"Bread"
"3223",1571,"Bread"
"3224",1572,"Pastry"
"3225",1572,"Coffee"
"3226",1573,"Coffee"
"3227",1573,"Pastry"
"3228",1574,"Coffee"
"3229",1574,"Bread"
"3230",1574,"Alfajores"
"3231",1575,"Coffee"
"3232",1576,"Bread"
"3233",1577,"Bread"
"3234",1578,"Farm House"
"3235",1579,"Bread"
"3236",1580,"Coffee"
"3237",1580,"Tea"
"3238",1581,"Coffee"
"3239",1582,"Coffee"
"3240",1583,"Coffee"
"3241",1583,"Soup"
"3242",1584,"Soup"
"3243",1585,"Farm House"
"3244",1585,"Pastry"
"3245",1586,"Soup"
"3246",1587,"Coffee"
"3247",1588,"Coffee"
"3248",1588,"Coffee"
"3249",1588,"Brownie"
"3250",1589,"Coffee"
"3251",1589,"Bread"
"3252",1589,"Sandwich"
"3253",1590,"Coffee"
"3254",1591,"Sandwich"
"3255",1591,"Soup"
"3256",1591,"Bread"
"3257",1591,"Tea"
"3258",1592,"Soup"
"3259",1592,"Art Tray"
"3260",1592,"My-5 Fruit Shoot"
"3261",1592,"Bread"
"3262",1592,"Muffin"
"3263",1593,"Tea"
"3264",1593,"Sandwich"
"3265",1594,"Bread"
"3266",1594,"Soup"
"3267",1595,"Soup"
"3268",1595,"Tea"
"3269",1597,"Farm House"
"3270",1598,"Mineral water"
"3271",1598,"Mineral water"
"3272",1598,"Coffee"
"3273",1598,"Soup"
"3274",1598,"Sandwich"
"3275",1599,"Bread"
"3276",1599,"Coffee"
"3277",1599,"Keeping It Local"
"3278",1600,"Soup"
"3279",1600,"Bread"
"3280",1601,"Art Tray"
"3281",1601,"Coffee"
"3282",1601,"Bread"
"3283",1601,"Hearty & Seasonal"
"3284",1601,"Hearty & Seasonal"
"3285",1602,"Bread"
"3286",1603,"Farm House"
"3287",1604,"Brownie"
"3288",1605,"Farm House"
"3289",1606,"Bread"
"3290",1606,"Soup"
"3291",1606,"Alfajores"
"3292",1607,"Coke"
"3293",1607,"Coffee"
"3294",1607,"Medialuna"
"3295",1607,"Cake"
"3296",1608,"Scandinavian"
"3297",1608,"Alfajores"
"3298",1608,"Alfajores"
"3299",1609,"Scandinavian"
"3300",1610,"Hot chocolate"
"3301",1610,"Pastry"
"3302",1611,"Coke"
"3303",1611,"Coffee"
"3304",1611,"Brownie"
"3305",1612,"Farm House"
"3306",1613,"Coffee"
"3307",1613,"Pastry"
"3308",1614,"Farm House"
"3309",1615,"Farm House"
"3310",1616,"Cookies"
"3311",1616,"Brownie"
"3312",1616,"Coffee"
"3313",1616,"Tea"
"3314",1617,"Tea"
"3315",1617,"Coffee"
"3316",1617,"Medialuna"
"3317",1617,"Cookies"
"3318",1617,"Farm House"
"3319",1618,"Bread"
"3320",1618,"Coffee"
"3321",1619,"Coffee"
"3322",1620,"Tea"
"3323",1620,"Coffee"
"3324",1620,"Alfajores"
"3325",1621,"Bread"
"3326",1621,"Hot chocolate"
"3327",1621,"Coffee"
"3328",1622,"Medialuna"
"3329",1622,"Tea"
"3330",1623,"Coke"
"3331",1624,"Medialuna"
"3332",1625,"Fudge"
"3333",1625,"Fudge"
"3334",1626,"Tea"
"3335",1626,"Muffin"
"3336",1627,"Alfajores"
"3337",1627,"Coffee"
"3338",1629,"Pastry"
"3339",1629,"Bread"
"3340",1630,"Pastry"
"3341",1630,"Coffee"
"3342",1631,"Coffee"
"3343",1632,"Bread"
"3344",1633,"Bread"
"3345",1634,"Coffee"
"3346",1634,"Keeping It Local"
"3347",1634,"Tea"
"3348",1635,"Bread"
"3349",1635,"Pastry"
"3350",1635,"Medialuna"
"3351",1636,"Farm House"
"3352",1636,"Medialuna"
"3353",1636,"Coffee"
"3354",1637,"Coffee"
"3355",1637,"Pastry"
"3356",1638,"Coffee"
"3357",1639,"Coffee"
"3358",1640,"Coffee"
"3359",1640,"Keeping It Local"
"3360",1640,"Medialuna"
"3361",1641,"Pastry"
"3362",1641,"Bread"
"3363",1641,"Coffee"
"3364",1642,"Farm House"
"3365",1643,"Bread"
"3366",1643,"Bread"
"3367",1644,"Bread"
"3368",1644,"Bread"
"3369",1644,"Tea"
"3370",1644,"Keeping It Local"
"3371",1645,"Bread"
"3372",1645,"Medialuna"
"3373",1645,"Keeping It Local"
"3374",1645,"Coffee"
"3375",1646,"Bread"
"3376",1646,"Coffee"
"3377",1646,"Medialuna"
"3378",1646,"Bread"
"3379",1647,"Coffee"
"3380",1648,"Bread"
"3381",1649,"Medialuna"
"3382",1649,"Pastry"
"3383",1649,"Bread"
"3384",1650,"Bread"
"3385",1650,"Pastry"
"3386",1651,"Medialuna"
"3387",1651,"Coffee"
"3388",1652,"Bread"
"3389",1653,"Bread"
"3390",1654,"Coffee"
"3391",1654,"Coffee"
"3392",1655,"Focaccia"
"3393",1656,"Coffee"
"3394",1657,"Hot chocolate"
"3395",1657,"Pastry"
"3396",1658,"Coffee"
"3397",1658,"Hot chocolate"
"3398",1659,"Bread"
"3399",1660,"Bread"
"3400",1660,"Coffee"
"3401",1661,"Pastry"
"3402",1661,"Scandinavian"
"3403",1661,"Muffin"
"3404",1662,"Focaccia"
"3405",1662,"Bread"
"3406",1663,"Bread"
"3407",1664,"Muffin"
"3408",1665,"Caramel bites"
"3409",1665,"Coffee"
"3410",1665,"Medialuna"
"3411",1666,"Tartine"
"3412",1666,"Tea"
"3413",1666,"Muffin"
"3414",1667,"Bread"
"3415",1668,"Bread"
"3416",1668,"Focaccia"
"3417",1668,"Tea"
"3418",1668,"Coffee"
"3419",1669,"Jam"
"3420",1670,"Focaccia"
"3421",1671,"Coffee"
"3422",1671,"Medialuna"
"3423",1671,"Muffin"
"3424",1672,"Bread"
"3425",1672,"Coffee"
"3426",1673,"Coffee"
"3427",1673,"Muffin"
"3428",1674,"Coffee"
"3429",1675,"Coffee"
"3430",1676,"Bread"
"3431",1677,"Coffee"
"3432",1677,"Coffee"
"3433",1678,"Coffee"
"3434",1678,"Coffee"
"3435",1679,"Coffee"
"3436",1679,"Coffee"
"3437",1680,"Coffee"
"3438",1681,"Tea"
"3439",1682,"Fudge"
"3440",1683,"Medialuna"
"3441",1683,"Bread"
"3442",1683,"Tea"
"3443",1683,"Coffee"
"3444",1683,"Coffee"
"3445",1683,"Ella's Kitchen Pouches"
"3446",1684,"Jammie Dodgers"
"3447",1685,"Bread"
"3448",1686,"Tea"
"3449",1686,"Coffee"
"3450",1686,"Soup"
"3451",1686,"Keeping It Local"
"3452",1687,"Coffee"
"3453",1688,"Coffee"
"3454",1689,"Coffee"
"3455",1689,"Muffin"
"3456",1690,"Coffee"
"3457",1690,"Bread"
"3458",1690,"Soup"
"3459",1691,"Coffee"
"3460",1691,"Tea"
"3461",1691,"Medialuna"
"3462",1692,"Alfajores"
"3463",1693,"Bread"
"3464",1694,"Coffee"
"3465",1694,"Coffee"
"3466",1694,"Tartine"
"3467",1694,"Medialuna"
"3468",1694,"Pastry"
"3469",1695,"Tea"
"3470",1695,"Tartine"
"3471",1696,"Bread"
"3472",1696,"Coffee"
"3473",1697,"Medialuna"
"3474",1697,"Coffee"
"3475",1697,"Bread"
"3476",1698,"Bread"
"3477",1698,"Medialuna"
"3478",1699,"Focaccia"
"3479",1700,"Scandinavian"
"3480",1701,"Hearty & Seasonal"
"3481",1701,"Sandwich"
"3482",1701,"Coffee"
"3483",1701,"Mineral water"
"3484",1702,"Coffee"
"3485",1702,"Sandwich"
"3486",1702,"Sandwich"
"3487",1703,"Tea"
"3488",1703,"Scandinavian"
"3489",1704,"Coffee"
"3490",1705,"Coffee"
"3491",1705,"Coffee"
"3492",1706,"Soup"
"3493",1706,"Kids biscuit"
"3494",1707,"Coffee"
"3495",1708,"Bread"
"3496",1709,"Coffee"
"3497",1710,"Coffee"
"3498",1711,"Coffee"
"3499",1711,"Bread"
"3500",1712,"Cake"
"3501",1712,"Tea"
"3502",1712,"Muffin"
"3503",1712,"Coffee"
"3504",1713,"Hot chocolate"
"3505",1714,"Coffee"
"3506",1714,"Tea"
"3507",1714,"Cake"
"3508",1715,"Tea"
"3509",1715,"Coffee"
"3510",1715,"Muffin"
"3511",1716,"Jammie Dodgers"
"3512",1716,"Hot chocolate"
"3513",1716,"Hot chocolate"
"3514",1716,"Coffee"
"3515",1716,"Cookies"
"3516",1717,"Caramel bites"
"3517",1717,"Jammie Dodgers"
"3518",1717,"My-5 Fruit Shoot"
"3519",1717,"Bread"
"3520",1718,"Coffee"
"3521",1719,"Coffee"
"3522",1719,"Tea"
"3523",1719,"Caramel bites"
"3524",1719,"Kids biscuit"
"3525",1720,"Bread"
"3526",1720,"Coffee"
"3527",1721,"Bread"
"3528",1721,"Coffee"
"3529",1721,"Alfajores"
"3530",1721,"Bread"
"3531",1722,"Farm House"
"3532",1723,"Bread"
"3533",1723,"Jammie Dodgers"
"3534",1723,"Scandinavian"
"3535",1724,"Tea"
"3536",1725,"Alfajores"
"3537",1725,"Bread"
"3538",1725,"Tea"
"3539",1725,"Coffee"
"3540",1726,"Coffee"
"3541",1726,"Mineral water"
"3542",1726,"Tea"
"3543",1727,"Coffee"
"3544",1727,"Kids biscuit"
"3545",1728,"Kids biscuit"
"3546",1728,"Bread"
"3547",1729,"Coffee"
"3548",1729,"Coffee"
"3549",1730,"Bread"
"3550",1731,"Hot chocolate"
"3551",1731,"Coffee"
"3552",1731,"Cake"
"3553",1732,"Coffee"
"3554",1732,"Bread"
"3555",1733,"Scandinavian"
"3556",1733,"Pastry"
"3557",1733,"Juice"
"3558",1734,"Bread"
"3559",1734,"Coffee"
"3560",1735,"Bread"
"3561",1736,"Farm House"
"3562",1736,"Pastry"
"3563",1736,"Pastry"
"3564",1736,"Medialuna"
"3565",1737,"Alfajores"
"3566",1737,"Alfajores"
"3567",1737,"Coffee"
"3568",1737,"Coffee"
"3569",1738,"Bread"
"3570",1739,"Keeping It Local"
"3571",1739,"Coffee"
"3572",1739,"Coffee"
"3573",1740,"Scandinavian"
"3574",1740,"Pastry"
"3575",1740,"Hot chocolate"
"3576",1740,"Coffee"
"3577",1740,"Bread"
"3578",1741,"Bread"
"3579",1742,"Bread"
"3580",1742,"Coffee"
"3581",1743,"Pastry"
"3582",1743,"Coffee"
"3583",1744,"Smoothies"
"3584",1744,"Keeping It Local"
"3585",1744,"Coffee"
"3586",1745,"Coffee"
"3587",1745,"Coffee"
"3588",1746,"Pastry"
"3589",1746,"Medialuna"
"3590",1747,"Tea"
"3591",1747,"Cake"
"3592",1748,"Cake"
"3593",1748,"Mineral water"
"3594",1749,"Farm House"
"3595",1749,"Cake"
"3596",1749,"Medialuna"
"3597",1749,"Tea"
"3598",1749,"Coffee"
"3599",1750,"Hot chocolate"
"3600",1750,"Coffee"
"3601",1750,"Bread"
"3602",1751,"Bread"
"3603",1752,"Alfajores"
"3604",1752,"Cake"
"3605",1752,"Coffee"
"3606",1752,"Sandwich"
"3607",1752,"Sandwich"
"3608",1752,"My-5 Fruit Shoot"
"3609",1753,"Farm House"
"3610",1754,"Jam"
"3611",1755,"Bread"
"3612",1755,"Coffee"
"3613",1755,"Cake"
"3614",1756,"Bread"
"3615",1756,"Coffee"
"3616",1757,"Tartine"
"3617",1758,"Bread"
"3618",1758,"Medialuna"
"3619",1758,"Farm House"
"3620",1759,"Bread"
"3621",1759,"Brownie"
"3622",1759,"Cake"
"3623",1760,"Cake"
"3624",1760,"Mineral water"
"3625",1760,"Alfajores"
"3626",1760,"Coffee"
"3627",1760,"Coffee"
"3628",1761,"Bread"
"3629",1762,"Coffee"
"3630",1762,"Coffee"
"3631",1763,"Bread"
"3632",1763,"Jam"
"3633",1764,"Brownie"
"3634",1765,"Coffee"
"3635",1765,"Sandwich"
"3636",1765,"Mineral water"
"3637",1767,"Coffee"
"3638",1767,"Coffee"
"3639",1768,"Bread"
"3640",1769,"Bread"
"3641",1769,"Mineral water"
"3642",1770,"Farm House"
"3643",1771,"Medialuna"
"3644",1771,"Coffee"
"3645",1772,"Juice"
"3646",1772,"Cookies"
"3647",1772,"Alfajores"
"3648",1772,"Coffee"
"3649",1772,"Focaccia"
"3650",1773,"Bread"
"3651",1774,"Sandwich"
"3652",1774,"Sandwich"
"3653",1774,"Brownie"
"3654",1775,"Alfajores"
"3655",1775,"Bread"
"3656",1775,"My-5 Fruit Shoot"
"3657",1775,"Juice"
"3658",1776,"Bread"
"3659",1777,"Fudge"
"3660",1777,"Dulce de Leche"
"3661",1777,"Coffee"
"3662",1777,"Cake"
"3663",1777,"Brownie"
"3664",1778,"Hot chocolate"
"3665",1778,"Coffee"
"3666",1778,"Cake"
"3667",1779,"Coffee"
"3668",1779,"Medialuna"
"3669",1779,"Alfajores"
"3670",1780,"Coffee"
"3671",1780,"Keeping It Local"
"3672",1780,"Farm House"
"3673",1781,"Bread"
"3674",1782,"Medialuna"
"3675",1782,"Truffles"
"3676",1783,"Cake"
"3677",1783,"Bread"
"3678",1783,"Tea"
"3679",1783,"Truffles"
"3680",1784,"Bread"
"3681",1785,"Coffee"
"3682",1785,"Brownie"
"3683",1786,"Coffee"
"3684",1786,"Bread"
"3685",1787,"Medialuna"
"3686",1787,"Brownie"
"3687",1787,"Tea"
"3688",1788,"Bread"
"3689",1788,"Scandinavian"
"3690",1789,"Medialuna"
"3691",1789,"Hot chocolate"
"3692",1789,"Cake"
"3693",1789,"Alfajores"
"3694",1789,"Truffles"
"3695",1790,"Brownie"
"3696",1790,"Medialuna"
"3697",1790,"Coffee"
"3698",1791,"Coffee"
"3699",1791,"Medialuna"
"3700",1791,"Truffles"
"3701",1792,"Cake"
"3702",1792,"Tea"
"3703",1793,"Mineral water"
"3704",1793,"Hot chocolate"
"3705",1793,"Cookies"
"3706",1793,"Cake"
"3707",1794,"Cookies"
"3708",1795,"Bread"
"3709",1796,"Hot chocolate"
"3710",1796,"Cake"
"3711",1797,"Truffles"
"3712",1797,"Farm House"
"3713",1797,"Bread"
"3714",1798,"Tea"
"3715",1799,"Farm House"
"3716",1800,"Coffee"
"3717",1801,"Coffee"
"3718",1802,"Bread"
"3719",1803,"Coffee"
"3720",1804,"Coffee"
"3721",1805,"Bread"
"3722",1805,"Pastry"
"3723",1806,"Coffee"
"3724",1807,"Coffee"
"3725",1807,"Farm House"
"3726",1808,"Keeping It Local"
"3727",1808,"Coffee"
"3728",1808,"Coffee"
"3729",1809,"Coffee"
"3730",1809,"Medialuna"
"3731",1810,"Coffee"
"3732",1811,"Coffee"
"3733",1811,"Pastry"
"3734",1812,"Tea"
"3735",1813,"Coffee"
"3736",1813,"Keeping It Local"
"3737",1814,"Pastry"
"3738",1814,"Coffee"
"3739",1814,"Smoothies"
"3740",1815,"Coffee"
"3741",1815,"Muffin"
"3742",1815,"Medialuna"
"3743",1816,"Coffee"
"3744",1817,"Coffee"
"3745",1818,"Coffee"
"3746",1819,"Coffee"
"3747",1819,"Tea"
"3748",1819,"Farm House"
"3749",1819,"Brownie"
"3750",1820,"Coffee"
"3751",1821,"Coffee"
"3752",1821,"Bread"
"3753",1821,"Coffee"
"3754",1821,"Keeping It Local"
"3755",1822,"Tea"
"3756",1823,"Coffee"
"3757",1823,"Bread"
"3758",1824,"Farm House"
"3759",1825,"Coffee"
"3760",1826,"Sandwich"
"3761",1827,"Farm House"
"3762",1827,"Scandinavian"
"3763",1828,"Coffee"
"3764",1829,"Coffee"
"3765",1829,"Cake"
"3766",1830,"Bread"
"3767",1830,"Tea"
"3768",1831,"Truffles"
"3769",1832,"Bread"
"3770",1832,"Fudge"
"3771",1832,"Medialuna"
"3772",1832,"Pastry"
"3773",1833,"Bread"
"3774",1834,"Tea"
"3775",1834,"Brownie"
"3776",1834,"Cake"
"3777",1835,"Juice"
"3778",1835,"Medialuna"
"3779",1836,"Tea"
"3780",1836,"Cake"
"3781",1837,"Coffee"
"3782",1837,"Tea"
"3783",1837,"Sandwich"
"3784",1837,"Medialuna"
"3785",1837,"Bread"
"3786",1838,"Alfajores"
"3787",1839,"Coffee"
"3788",1839,"Coffee"
"3789",1840,"Cookies"
"3790",1840,"My-5 Fruit Shoot"
"3791",1840,"Coffee"
"3792",1840,"Keeping It Local"
"3793",1841,"Hot chocolate"
"3794",1841,"Hot chocolate"
"3795",1841,"Bread"
"3796",1841,"Alfajores"
"3797",1842,"Bread"
"3798",1843,"Farm House"
"3799",1844,"Coffee"
"3800",1844,"Juice"
"3801",1844,"Pastry"
"3802",1845,"Cookies"
"3803",1846,"Brownie"
"3804",1847,"Coffee"
"3805",1847,"Medialuna"
"3806",1848,"Keeping It Local"
"3807",1848,"Coffee"
"3808",1849,"Tea"
"3809",1850,"Tea"
"3810",1850,"Medialuna"
"3811",1851,"Scandinavian"
"3812",1851,"Bread"
"3813",1852,"Scandinavian"
"3814",1852,"Bread"
"3815",1853,"Pastry"
"3816",1853,"Keeping It Local"
"3817",1853,"Coffee"
"3818",1853,"Hot chocolate"
"3819",1854,"Bread"
"3820",1855,"Coffee"
"3821",1856,"Bread"
"3822",1857,"Coffee"
"3823",1857,"Cookies"
"3824",1858,"Coffee"
"3825",1858,"Coffee"
"3826",1858,"Pastry"
"3827",1859,"Tea"
"3828",1860,"Coffee"
"3829",1860,"Brownie"
"3830",1860,"Bread"
"3831",1861,"Sandwich"
"3832",1861,"Coke"
"3833",1862,"Cake"
"3834",1862,"Bread"
"3835",1862,"Tea"
"3836",1862,"Medialuna"
"3837",1863,"Bread"
"3838",1864,"Coffee"
"3839",1864,"Medialuna"
"3840",1864,"Brownie"
"3841",1865,"Bread"
"3842",1866,"Coffee"
"3843",1867,"Medialuna"
"3844",1868,"Coffee"
"3845",1868,"Scandinavian"
"3846",1868,"Medialuna"
"3847",1869,"Tea"
"3848",1869,"Brownie"
"3849",1870,"Coffee"
"3850",1870,"Pastry"
"3851",1871,"Coffee"
"3852",1872,"Fudge"
"3853",1872,"Cake"
"3854",1872,"Coffee"
"3855",1872,"Tea"
"3856",1873,"Bread"
"3857",1874,"Coffee"
"3858",1874,"Cake"
"3859",1875,"Sandwich"
"3860",1875,"Coffee"
"3861",1875,"Coffee"
"3862",1875,"Tea"
"3863",1875,"Brownie"
"3864",1875,"Cake"
"3865",1876,"Coffee"
"3866",1876,"Alfajores"
"3867",1876,"Coffee"
"3868",1876,"Cake"
"3869",1877,"Coffee"
"3870",1877,"Coffee"
"3871",1878,"Mineral water"
"3872",1879,"Coffee"
"3873",1879,"Cookies"
"3874",1880,"Bread"
"3875",1880,"Cake"
"3876",1881,"Bread"
"3877",1882,"Coffee"
"3878",1885,"Tea"
"3879",1885,"Brownie"
"3880",1885,"Cake"
"3881",1886,"Hot chocolate"
"3882",1886,"Hot chocolate"
"3883",1886,"Medialuna"
"3884",1887,"Hot chocolate"
"3885",1888,"Coffee"
"3886",1888,"Bread"
"3887",1889,"Cake"
"3888",1889,"Coffee"
"3889",1890,"Coffee"
"3890",1890,"Cake"
"3891",1891,"Hot chocolate"
"3892",1891,"Medialuna"
"3893",1891,"Coffee"
"3894",1892,"Hot chocolate"
"3895",1892,"Medialuna"
"3896",1892,"Coffee"
"3897",1893,"Coffee"
"3898",1893,"Hot chocolate"
"3899",1893,"Medialuna"
"3900",1894,"Coffee"
"3901",1894,"Keeping It Local"
"3902",1894,"Bread"
"3903",1895,"Coffee"
"3904",1896,"Coffee"
"3905",1897,"Coffee"
"3906",1898,"Coffee"
"3907",1898,"Bread"
"3908",1899,"Coffee"
"3909",1899,"Sandwich"
"3910",1900,"Bread"
"3911",1900,"Keeping It Local"
"3912",1900,"Cake"
"3913",1901,"Coffee"
"3914",1902,"Brownie"
"3915",1902,"Cookies"
"3916",1903,"Bread"
"3917",1904,"Juice"
"3918",1904,"Bread"
"3919",1905,"Coffee"
"3920",1905,"Cookies"
"3921",1906,"Coffee"
"3922",1907,"Coffee"
"3923",1907,"Medialuna"
"3924",1907,"Cookies"
"3925",1907,"Tea"
"3926",1908,"Tea"
"3927",1908,"Cookies"
"3928",1909,"Mineral water"
"3929",1910,"Coffee"
"3930",1910,"Bread"
"3931",1910,"Tea"
"3932",1910,"Pastry"
"3933",1910,"Tiffin"
"3934",1910,"Cake"
"3935",1911,"Coffee"
"3936",1912,"Cookies"
"3937",1913,"Sandwich"
"3938",1914,"Coffee"
"3939",1915,"Tea"
"3940",1915,"Sandwich"
"3941",1916,"Jam"
"3942",1917,"Brownie"
"3943",1917,"Tea"
"3944",1919,"Bread"
"3945",1920,"Bread"
"3946",1920,"Olum & polenta"
"3947",1921,"Bread"
"3948",1922,"Polenta"
"3949",1922,"Tea"
"3950",1923,"Coffee"
"3951",1923,"Sandwich"
"3952",1924,"Coffee"
"3953",1925,"Coffee"
"3954",1925,"Cake"
"3955",1926,"Tea"
"3956",1926,"Coffee"
"3957",1926,"Alfajores"
"3958",1927,"Coke"
"3959",1928,"Coffee"
"3960",1929,"Coffee"
"3961",1930,"Coffee"
"3962",1930,"Medialuna"
"3963",1931,"Cookies"
"3964",1931,"Bread"
"3965",1932,"Coffee"
"3966",1933,"Coffee"
"3967",1934,"Bread"
"3968",1935,"Bread"
"3969",1936,"Coffee"
"3970",1937,"Coffee"
"3971",1938,"Hot chocolate"
"3972",1939,"Pastry"
"3973",1940,"Coffee"
"3974",1940,"Keeping It Local"
"3975",1941,"Pastry"
"3976",1941,"Bread"
"3977",1942,"Bread"
"3978",1942,"Keeping It Local"
"3979",1943,"Pastry"
"3980",1944,"Hot chocolate"
"3981",1945,"Coffee"
"3982",1945,"Pastry"
"3983",1946,"Bread"
"3984",1946,"Medialuna"
"3985",1947,"Medialuna"
"3986",1947,"Medialuna"
"3987",1947,"Pastry"
"3988",1947,"Alfajores"
"3989",1948,"Coffee"
"3990",1949,"Coffee"
"3991",1950,"Tea"
"3992",1950,"Cake"
"3993",1951,"Coffee"
"3994",1951,"Bread"
"3995",1952,"Coffee"
"3996",1953,"Bread"
"3997",1953,"Tea"
"3998",1953,"Cake"
"3999",1954,"Bread"
"4000",1954,"Bread"
"4001",1954,"Coffee"
"4002",1955,"Coffee"
"4003",1955,"Alfajores"
"4004",1956,"Coffee"
"4005",1957,"Bread"
"4006",1957,"Cookies"
"4007",1958,"Bread"
"4008",1958,"Sandwich"
"4009",1958,"Tea"
"4010",1959,"Bread"
"4011",1960,"Tea"
"4012",1960,"Coffee"
"4013",1960,"Cake"
"4014",1961,"Bread"
"4015",1962,"Hot chocolate"
"4016",1962,"Brownie"
"4017",1963,"Bread"
"4018",1964,"Tea"
"4019",1964,"Coffee"
"4020",1965,"Coffee"
"4021",1965,"Cake"
"4022",1966,"The Nomad"
"4023",1966,"Bread"
"4024",1966,"Tea"
"4025",1967,"Coffee"
"4026",1967,"Smoothies"
"4027",1968,"Bread"
"4028",1969,"Bread"
"4029",1970,"Coffee"
"4030",1970,"Bread"
"4031",1971,"Coffee"
"4032",1971,"Cake"
"4033",1972,"Fudge"
"4034",1972,"Coffee"
"4035",1972,"Coffee"
"4036",1972,"Sandwich"
"4037",1973,"Brownie"
"4038",1974,"Bread"
"4039",1974,"Sandwich"
"4040",1975,"Coffee"
"4041",1976,"Bread"
"4042",1976,"Brownie"
"4043",1977,"Sandwich"
"4044",1978,"Coffee"
"4045",1978,"Sandwich"
"4046",1978,"Hearty & Seasonal"
"4047",1979,"Coffee"
