"","Transaction","Item"
"2637",2251,"Pastry"
"2638",2251,"Cake"
"2639",2256,"Tea"
"2640",2256,"Lemon and coconut"
"2641",2256,"Cake"
"2642",2257,"Pastry"
"2643",2257,"Medialuna"
"2644",2257,"Tea"
"2645",2259,"Tea"
"2646",2259,"Tiffin"
"2647",2259,"Cookies"
"2648",2259,"Ella's Kitchen Pouches"
"2649",2261,"Pastry"
"2650",2261,"Pastry"
"2651",2262,"Pastry"
"2652",2263,"Tea"
"2653",2263,"Keeping It Local"
"2654",2265,"Medialuna"
"2655",2267,"Keeping It Local"
"2656",2268,"Hot chocolate"
"2657",2268,"Pastry"
"2658",2270,"Tea"
"2659",2272,"Coke"
"2660",2275,"Medialuna"
"2661",2275,"Pastry"
"2662",2276,"Muffin"
"2663",2277,"Muffin"
"2664",2279,"Farm House"
"2665",2280,"Muffin"
"2666",2284,"Scandinavian"
"2667",2284,"Farm House"
"2668",2286,"Tea"
"2669",2287,"Muffin"
"2670",2289,"Scandinavian"
"2671",2290,"Tea"
"2672",2291,"Medialuna"
"2673",2294,"Tea"
"2674",2295,"Tea"
"2675",2295,"Sandwich"
"2676",2296,"Cake"
"2677",2297,"Cake"
"2678",2297,"Muffin"
"2679",2298,"Cookies"
"2680",2300,"Tea"
"2681",2301,"Sandwich"
"2682",2302,"Farm House"
"2683",2303,"Cake"
"2684",2303,"Sandwich"
"2685",2304,"Hot chocolate"
"2686",2304,"Cake"
"2687",2305,"Tea"
"2688",2305,"Tea"
"2689",2305,"Muffin"
"2690",2307,"Tea"
"2691",2307,"Fudge"
"2692",2307,"Jam"
"2693",2308,"Juice"
"2694",2308,"Tea"
"2695",2308,"Cookies"
"2696",2309,"Cake"
"2697",2310,"Coke"
"2698",2311,"Tiffin"
"2699",2311,"Pastry"
"2700",2312,"Alfajores"
"2701",2313,"Tiffin"
"2702",2316,"Medialuna"
"2703",2317,"Cake"
"2704",2319,"Farm House"
"2705",2320,"Medialuna"
"2706",2320,"Pastry"
"2707",2321,"Keeping It Local"
"2708",2321,"Cookies"
"2709",2323,"Tea"
"2710",2323,"Hot chocolate"
"2711",2324,"Smoothies"
"2712",2325,"Keeping It Local"
"2713",2327,"Farm House"
"2714",2328,"Tea"
"2715",2328,"Tea"
"2716",2329,"Medialuna"
"2717",2330,"Pastry"
"2718",2331,"Pastry"
"2719",2332,"Keeping It Local"
"2720",2335,"Cookies"
"2721",2339,"Keeping It Local"
"2722",2339,"Fudge"
"2723",2339,"Jam"
"2724",2340,"Tea"
"2725",2340,"Hot chocolate"
"2726",2340,"Keeping It Local"
"2727",2340,"Art Tray"
"2728",2342,"Cake"
"2729",2343,"Jammie Dodgers"
"2730",2344,"Muffin"
"2731",2344,"Smoothies"
"2732",2346,"Jammie Dodgers"
"2733",2346,"Cookies"
"2734",2347,"Cake"
"2735",2348,"Muffin"
"2736",2348,"Cookies"
"2737",2351,"Tea"
"2738",2352,"Hot chocolate"
"2739",2352,"Alfajores"
"2740",2353,"Tea"
"2741",2354,"Muffin"
"2742",2355,"Sandwich"
"2743",2355,"Mineral water"
"2744",2355,"Alfajores"
"2745",2356,"Sandwich"
"2746",2356,"Alfajores"
"2747",2358,"Muffin"
"2748",2359,"Tiffin"
"2749",2361,"Hot chocolate"
"2750",2361,"Cookies"
"2751",2361,"Hot chocolate"
"2752",2362,"Tea"
"2753",2363,"Hot chocolate"
"2754",2364,"Hot chocolate"
"2755",2364,"Fudge"
"2756",2366,"Tiffin"
"2757",2367,"Tiffin"
"2758",2369,"Pastry"
"2759",2369,"Jam"
"2760",2370,"Hot chocolate"
"2761",2371,"Hot chocolate"
"2762",2371,"Pastry"
"2763",2372,"Pastry"
"2764",2373,"Tea"
"2765",2373,"Muffin"
"2766",2373,"Pastry"
"2767",2375,"Pastry"
"2768",2376,"Tea"
"2769",2377,"Tea"
"2770",2378,"Tea"
"2771",2378,"The Nomad"
"2772",2380,"Medialuna"
"2773",2381,"Farm House"
"2774",2384,"Farm House"
"2775",2385,"Pastry"
"2776",2385,"Keeping It Local"
"2777",2387,"Hearty & Seasonal"
"2778",2389,"Fudge"
"2779",2390,"Scandinavian"
"2780",2391,"Alfajores"
"2781",2392,"Sandwich"
"2782",2392,"Coke"
"2783",2392,"Juice"
"2784",2393,"Farm House"
"2785",2396,"Medialuna"
"2786",2397,"Pastry"
"2787",2398,"Sandwich"
"2788",2400,"Muffin"
"2789",2402,"Muffin"
"2790",2404,"Fudge"
"2791",2404,"Spread"
"2792",2407,"Pastry"
"2793",2408,"Cake"
"2794",2412,"Tea"
"2795",2414,"Hot chocolate"
"2796",2414,"Cake"
"2797",2415,"Tea"
"2798",2416,"Cake"
"2799",2417,"Medialuna"
"2800",2418,"Pastry"
"2801",2422,"Cake"
"2802",2426,"Tea"
"2803",2427,"Keeping It Local"
"2804",2428,"Sandwich"
"2805",2428,"Tea"
"2806",2433,"Tea"
"2807",2434,"Pastry"
"2808",2435,"Pastry"
"2809",2436,"Medialuna"
"2810",2437,"Tea"
"2811",2440,"Medialuna"
"2812",2440,"Pastry"
"2813",2440,"Cookies"
"2814",2441,"Cake"
"2815",2445,"Toast"
"2816",2446,"Hot chocolate"
"2817",2446,"Hot chocolate"
"2818",2447,"Fudge"
"2819",2447,"Scandinavian"
"2820",2448,"Medialuna"
"2821",2449,"Pastry"
"2822",2450,"Medialuna"
"2823",2450,"Cake"
"2824",2451,"Sandwich"
"2825",2451,"Farm House"
"2826",2451,"Fudge"
"2827",2452,"Sandwich"
"2828",2452,"Scone"
"2829",2453,"Sandwich"
"2830",2454,"Sandwich"
"2831",2458,"Sandwich"
"2832",2458,"Sandwich"
"2833",2459,"Sandwich"
"2834",2459,"Coke"
"2835",2460,"Sandwich"
"2836",2460,"Coke"
"2837",2461,"Sandwich"
"2838",2462,"Sandwich"
"2839",2462,"Scone"
"2840",2463,"Hot chocolate"
"2841",2464,"Muffin"
"2842",2469,"Alfajores"
"2843",2470,"Sandwich"
"2844",2471,"Scone"
"2845",2472,"Medialuna"
"2846",2473,"Cake"
"2847",2474,"Truffles"
"2848",2475,"Cake"
"2849",2476,"Scone"
"2850",2477,"Scone"
"2851",2477,"Hot chocolate"
"2852",2477,"Mineral water"
"2853",2477,"Cookies"
"2854",2478,"Tea"
"2855",2478,"Scone"
"2856",2486,"Jam"
"2857",2486,"Scandinavian"
"2858",2487,"Scandinavian"
"2859",2488,"Medialuna"
"2860",2489,"Pastry"
"2861",2491,"Farm House"
"2862",2492,"Scone"
"2863",2492,"Hot chocolate"
"2864",2493,"Farm House"
"2865",2493,"Pastry"
"2866",2493,"Medialuna"
"2867",2493,"Hot chocolate"
"2868",2496,"Scandinavian"
"2869",2498,"Medialuna"
"2870",2498,"Pastry"
"2871",2499,"Scandinavian"
"2872",2500,"Scone"
"2873",2503,"Pastry"
"2874",2508,"Scone"
"2875",2509,"Cake"
"2876",2511,"Fudge"
"2877",2512,"Medialuna"
"2878",2512,"Farm House"
"2879",2513,"Muffin"
"2880",2513,"Scone"
"2881",2515,"Alfajores"
"2882",2515,"Scone"
"2883",2517,"Tea"
"2884",2517,"Scone"
"2885",2518,"Juice"
"2886",2518,"Tea"
"2887",2518,"Cake"
"2888",2519,"Tartine"
"2889",2519,"Fudge"
"2890",2519,"Jam"
"2891",2521,"Medialuna"
"2892",2522,"Tea"
"2893",2523,"Coke"
"2894",2524,"Medialuna"
"2895",2526,"Truffles"
"2896",2527,"Tea"
"2897",2527,"Pastry"
"2898",2527,"Cake"
"2899",2528,"Sandwich"
"2900",2529,"Hot chocolate"
"2901",2530,"Sandwich"
"2902",2530,"Sandwich"
"2903",2532,"Sandwich"
"2904",2532,"Tea"
"2905",2533,"Scone"
"2906",2534,"Cake"
"2907",2535,"Cookies"
"2908",2536,"Sandwich"
"2909",2537,"Cake"
"2910",2537,"Scone"
"2911",2538,"Mineral water"
"2912",2540,"Muffin"
"2913",2540,"Cake"
"2914",2540,"Scone"
"2915",2541,"Tea"
"2916",2541,"Scone"
"2917",2543,"Muffin"
"2918",2543,"Pastry"
"2919",2545,"Muffin"
"2920",2545,"Cake"
"2921",2546,"Cake"
"2922",2547,"Tea"
"2923",2547,"Scone"
"2924",2547,"Cake"
"2925",2548,"Medialuna"
"2926",2549,"Jam"
"2927",2549,"Fudge"
"2928",2550,"Scone"
"2929",2550,"Pastry"
"2930",2551,"Fudge"
"2931",2551,"Hot chocolate"
"2932",2552,"Cake"
"2933",2552,"Sandwich"
"2934",2552,"Sandwich"
"2935",2552,"Juice"
"2936",2552,"Sandwich"
"2937",2554,"Juice"
"2938",2555,"Scone"
"2939",2555,"Hot chocolate"
"2940",2556,"Scone"
"2941",2556,"Muffin"
"2942",2556,"Hot chocolate"
"2943",2558,"Medialuna"
"2944",2559,"Cake"
"2945",2559,"Alfajores"
"2946",2560,"Hot chocolate"
"2947",2563,"Tea"
"2948",2564,"Jam"
"2949",2564,"Cake"
"2950",2566,"Tea"
"2951",2566,"Scone"
"2952",2569,"Smoothies"
"2953",2569,"Muffin"
"2954",2569,"Hot chocolate"
"2955",2569,"Toast"
"2956",2570,"Alfajores"
"2957",2570,"Muffin"
"2958",2570,"Medialuna"
"2959",2571,"Scone"
"2960",2572,"Tea"
"2961",2572,"Juice"
"2962",2574,"Pastry"
"2963",2575,"Tea"
"2964",2575,"Pastry"
"2965",2576,"Medialuna"
"2966",2577,"Medialuna"
"2967",2579,"Pastry"
"2968",2580,"Toast"
"2969",2581,"Medialuna"
"2970",2581,"Toast"
"2971",2582,"Scone"
"2972",2582,"Pastry"
"2973",2583,"Tea"
"2974",2583,"Muffin"
"2975",2583,"Muffin"
"2976",2584,"Toast"
"2977",2585,"Medialuna"
"2978",2585,"Pastry"
"2979",2586,"Ella's Kitchen Pouches"
"2980",2587,"Toast"
"2981",2588,"Medialuna"
"2982",2589,"Hot chocolate"
"2983",2589,"Tea"
"2984",2590,"Muffin"
"2985",2592,"Farm House"
"2986",2594,"Alfajores"
"2987",2594,"Cookies"
"2988",2595,"Medialuna"
"2989",2595,"Pastry"
"2990",2595,"Alfajores"
"2991",2598,"Truffles"
"2992",2599,"Fudge"
"2993",2599,"Fudge"
"2994",2603,"Medialuna"
"2995",2603,"Crepes"
"2996",2603,"Alfajores"
"2997",2604,"Cake"
"2998",2605,"Cake"
"2999",2605,"Cookies"
"3000",2608,"Farm House"
"3001",2610,"Medialuna"
"3002",2611,"Hot chocolate"
"3003",2611,"Tea"
"3004",2611,"Cake"
"3005",2612,"Tea"
"3006",2612,"Hot chocolate"
"3007",2612,"Truffles"
"3008",2613,"Hot chocolate"
"3009",2613,"Hot chocolate"
"3010",2613,"Hot chocolate"
"3011",2614,"Sandwich"
"3012",2614,"Crepes"
"3013",2615,"Crepes"
"3014",2616,"Muffin"
"3015",2616,"Cake"
"3016",2616,"Medialuna"
"3017",2618,"Cookies"
"3018",2619,"Medialuna"
"3019",2619,"Crepes"
"3020",2620,"Muffin"
"3021",2621,"Medialuna"
"3022",2621,"Tea"
"3023",2622,"Pastry"
"3024",2623,"Tea"
"3025",2624,"Scone"
"3026",2626,"Truffles"
"3027",2626,"Tea"
"3028",2627,"Cookies"
"3029",2627,"Cookies"
"3030",2630,"Toast"
"3031",2630,"Pastry"
"3032",2632,"Muffin"
"3033",2634,"Farm House"
"3034",2638,"Tea"
"3035",2638,"Pastry"
"3036",2638,"Alfajores"
"3037",2639,"Toast"
"3038",2639,"Medialuna"
"3039",2641,"Juice"
"3040",2641,"Tea"
"3041",2641,"Medialuna"
"3042",2642,"Medialuna"
"3043",2642,"Toast"
"3044",2643,"Pastry"
"3045",2643,"Tea"
"3046",2644,"Farm House"
"3047",2647,"Muffin"
"3048",2649,"Muffin"
"3049",2650,"Sandwich"
"3050",2651,"Dulce de Leche"
"3051",2651,"Pastry"
"3052",2652,"Jam"
"3053",2653,"Medialuna"
"3054",2654,"Cookies"
"3055",2654,"Pastry"
"3056",2655,"Farm House"
"3057",2659,"Pastry"
"3058",2660,"Juice"
"3059",2660,"Sandwich"
"3060",2661,"Alfajores"
"3061",2662,"Sandwich"
"3062",2665,"Tea"
"3063",2665,"Medialuna"
"3064",2666,"Muffin"
"3065",2667,"Cake"
"3066",2667,"Tea"
"3067",2668,"Cookies"
"3068",2669,"Hearty & Seasonal"
"3069",2669,"Coke"
"3070",2670,"Muffin"
"3071",2670,"Sandwich"
"3072",2671,"Alfajores"
"3073",2672,"Alfajores"
"3074",2673,"Sandwich"
"3075",2674,"Hot chocolate"
"3076",2674,"Muffin"
"3077",2674,"Sandwich"
"3078",2675,"Muffin"
"3079",2676,"Tea"
"3080",2678,"Medialuna"
"3081",2678,"Cookies"
"3082",2678,"Tea"
"3083",2681,"Alfajores"
"3084",2681,"Alfajores"
"3085",2681,"Sandwich"
"3086",2681,"Sandwich"
"3087",2682,"Cookies"
"3088",2682,"Medialuna"
"3089",2683,"Cookies"
"3090",2684,"Farm House"
"3091",2686,"Coke"
"3092",2688,"Pastry"
"3093",2690,"Hot chocolate"
"3094",2690,"Alfajores"
"3095",2690,"Muffin"
"3096",2694,"Medialuna"
"3097",2696,"Pastry"
"3098",2696,"Medialuna"
"3099",2697,"Muffin"
"3100",2701,"Tea"
"3101",2702,"Cookies"
"3102",2702,"Muffin"
"3103",2703,"Tea"
"3104",2704,"Medialuna"
"3105",2704,"Pastry"
"3106",2705,"Alfajores"
"3107",2706,"Toast"
"3108",2708,"Tea"
"3109",2709,"Hot chocolate"
"3110",2709,"Medialuna"
"3111",2710,"Pastry"
"3112",2712,"Cake"
"3113",2713,"Cake"
"3114",2714,"Hot chocolate"
"3115",2714,"Pastry"
"3116",2715,"Tea"
"3117",2717,"Tea"
"3118",2718,"Farm House"
"3119",2722,"Cookies"
"3120",2724,"Cookies"
"3121",2725,"Farm House"
"3122",2728,"Tea"
"3123",2728,"Sandwich"
"3124",2728,"Muffin"
"3125",2729,"Cake"
"3126",2731,"Tea"
"3127",2732,"Tea"
"3128",2734,"Sandwich"
"3129",2734,"Tea"
"3130",2734,"Alfajores"
"3131",2735,"Mineral water"
"3132",2735,"Alfajores"
"3133",2735,"Cake"
"3134",2735,"Sandwich"
"3135",2738,"Tea"
"3136",2738,"Cake"
"3137",2740,"Cookies"
"3138",2741,"Juice"
"3139",2742,"Muffin"
"3140",2742,"Mineral water"
"3141",2742,"Juice"
"3142",2746,"Hot chocolate"
"3143",2746,"Juice"
"3144",2746,"Toast"
"3145",2747,"Cake"
"3146",2748,"Toast"
"3147",2749,"Toast"
"3148",2750,"Tea"
"3149",2751,"Tea"
"3150",2751,"Toast"
"3151",2751,"Cookies"
"3152",2752,"Farm House"
"3153",2753,"Cake"
"3154",2756,"Tea"
"3155",2756,"Alfajores"
"3156",2759,"Juice"
"3157",2759,"Tea"
"3158",2760,"Medialuna"
"3159",2762,"Medialuna"
"3160",2763,"Cake"
"3161",2763,"Tea"
"3162",2765,"Farm House"
"3163",2767,"Farm House"
"3164",2767,"Crepes"
"3165",2769,"Hot chocolate"
"3166",2770,"Hot chocolate"
"3167",2770,"Sandwich"
"3168",2771,"Sandwich"
"3169",2772,"Truffles"
"3170",2773,"Jam"
"3171",2776,"Sandwich"
"3172",2776,"Mineral water"
"3173",2778,"Coke"
"3174",2778,"Coke"
"3175",2778,"Cookies"
"3176",2781,"Sandwich"
"3177",2783,"Tea"
"3178",2785,"Tea"
"3179",2786,"Hot chocolate"
"3180",2787,"Alfajores"
"3181",2788,"Fudge"
"3182",2788,"Jam"
"3183",2788,"Cake"
"3184",2789,"Cake"
"3185",2791,"Pastry"
"3186",2792,"Pastry"
"3187",2793,"Pastry"
"3188",2794,"Truffles"
"3189",2797,"Toast"
"3190",2797,"Vegan mincepie"
"3191",2797,"Mineral water"
"3192",2798,"Medialuna"
"3193",2799,"Cake"
"3194",2800,"Pastry"
"3195",2803,"Cake"
"3196",2803,"Cookies"
"3197",2804,"Tea"
"3198",2804,"Cake"
"3199",2805,"Toast"
"3200",2805,"Juice"
"3201",2807,"Pastry"
"3202",2807,"Pastry"
"3203",2809,"Truffles"
"3204",2810,"Tea"
"3205",2812,"Farm House"
"3206",2813,"Cake"
"3207",2814,"Sandwich"
"3208",2815,"Tea"
"3209",2816,"Hearty & Seasonal"
"3210",2816,"Tea"
"3211",2819,"Tea"
"3212",2819,"Cake"
"3213",2820,"Farm House"
"3214",2824,"Cake"
"3215",2825,"Cake"
"3216",2826,"Alfajores"
"3217",2826,"Medialuna"
"3218",2826,"Brownie"
"3219",2829,"Jam"
"3220",2830,"Tea"
"3221",2830,"Sandwich"
"3222",2831,"Medialuna"
"3223",2831,"Juice"
"3224",2831,"Coke"
"3225",2832,"Toast"
"3226",2833,"Toast"
"3227",2834,"Medialuna"
"3228",2836,"Toast"
"3229",2838,"Medialuna"
"3230",2838,"Cake"
"3231",2839,"Tea"
"3232",2840,"Tea"
"3233",2841,"Medialuna"
"3234",2845,"Brownie"
"3235",2847,"Tea"
"3236",2847,"The Nomad"
"3237",2848,"Fudge"
"3238",2849,"Alfajores"
"3239",2851,"Alfajores"
"3240",2852,"Brownie"
"3241",2854,"Jam"
"3242",2854,"Fudge"
"3243",2855,"Tea"
"3244",2861,"Medialuna"
"3245",2861,"Cake"
"3246",2862,"Cake"
"3247",2865,"The Nomad"
"3248",2865,"Tea"
"3249",2865,"Brownie"
"3250",2865,"Fudge"
"3251",2865,"Fudge"
"3252",2866,"Scone"
"3253",2866,"Tea"
"3254",2868,"Sandwich"
"3255",2868,"Mineral water"
"3256",2868,"Juice"
"3257",2869,"Scandinavian"
"3258",2870,"Sandwich"
"3259",2871,"Brownie"
"3260",2872,"Hearty & Seasonal"
"3261",2872,"Brownie"
"3262",2873,"Tea"
"3263",2873,"Hearty & Seasonal"
"3264",2874,"Brownie"
"3265",2875,"Farm House"
"3266",2876,"Scone"
"3267",2877,"Scone"
"3268",2877,"Crepes"
"3269",2877,"Alfajores"
"3270",2877,"Alfajores"
"3271",2878,"Scandinavian"
"3272",2879,"Cake"
"3273",2882,"Tea"
"3274",2884,"Brownie"
"3275",2884,"Mineral water"
"3276",2885,"Farm House"
"3277",2887,"Sandwich"
"3278",2887,"Scone"
"3279",2888,"Hot chocolate"
"3280",2888,"Tea"
"3281",2888,"Alfajores"
"3282",2888,"Sandwich"
"3283",2889,"Scone"
"3284",2889,"Juice"
"3285",2893,"Toast"
"3286",2893,"Pastry"
"3287",2894,"Focaccia"
"3288",2895,"Scone"
"3289",2896,"Focaccia"
"3290",2897,"Scandinavian"
"3291",2898,"Tea"
"3292",2899,"Farm House"
"3293",2900,"Focaccia"
"3294",2900,"Pastry"
"3295",2901,"Pastry"
"3296",2901,"Medialuna"
"3297",2902,"Sandwich"
"3298",2903,"Medialuna"
"3299",2903,"Medialuna"
"3300",2903,"Jam"
"3301",2904,"Sandwich"
"3302",2904,"Tea"
"3303",2905,"Farm House"
"3304",2908,"Toast"
"3305",2908,"Scandinavian"
"3306",2909,"Farm House"
"3307",2909,"Medialuna"
"3308",2911,"Cake"
"3309",2912,"Pastry"
"3310",2912,"Brownie"
"3311",2914,"Tea"
"3312",2914,"Scone"
"3313",2916,"Tea"
"3314",2917,"Scone"
"3315",2918,"Farm House"
"3316",2918,"Scandinavian"
"3317",2919,"Vegan mincepie"
"3318",2919,"Cake"
"3319",2920,"Tea"
"3320",2923,"Scandinavian"
"3321",2925,"Tea"
"3322",2926,"Medialuna"
"3323",2926,"Pastry"
"3324",2927,"Truffles"
"3325",2927,"Juice"
"3326",2928,"Jammie Dodgers"
"3327",2928,"Art Tray"
"3328",2929,"Frittata"
"3329",2931,"Sandwich"
"3330",2932,"Juice"
"3331",2933,"Tea"
"3332",2933,"Sandwich"
"3333",2934,"Jam"
"3334",2935,"Scone"
"3335",2936,"Sandwich"
"3336",2938,"Tea"
"3337",2939,"Frittata"
"3338",2939,"Tea"
"3339",2940,"Scandinavian"
"3340",2941,"Sandwich"
"3341",2941,"Art Tray"
"3342",2941,"Truffles"
"3343",2942,"Scone"
"3344",2942,"Frittata"
"3345",2942,"Juice"
"3346",2943,"Tea"
"3347",2944,"Mineral water"
"3348",2944,"Frittata"
"3349",2945,"Tea"
"3350",2946,"Brownie"
"3351",2946,"Scone"
"3352",2949,"Frittata"
"3353",2949,"Sandwich"
"3354",2950,"Tea"
"3355",2951,"Tea"
"3356",2952,"Vegan mincepie"
"3357",2952,"Hot chocolate"
"3358",2953,"Juice"
"3359",2954,"Cake"
"3360",2954,"Tea"
"3361",2955,"Tea"
"3362",2956,"Farm House"
"3363",2957,"Tea"
"3364",2957,"Mineral water"
"3365",2957,"Scone"
"3366",2959,"Hot chocolate"
"3367",2959,"Hot chocolate"
"3368",2960,"Coke"
"3369",2960,"Sandwich"
"3370",2961,"Sandwich"
"3371",2961,"Mineral water"
"3372",2962,"Hot chocolate"
"3373",2962,"Tea"
"3374",2962,"Cake"
"3375",2963,"Scandinavian"
"3376",2964,"Frittata"
"3377",2964,"Cake"
"3378",2966,"Cake"
"3379",2968,"Tea"
"3380",2969,"Scone"
"3381",2971,"Jam"
"3382",2973,"Medialuna"
"3383",2974,"Farm House"
"3384",2976,"Pastry"
"3385",2978,"Medialuna"
"3386",2979,"Scone"
"3387",2980,"Coke"
"3388",2982,"Truffles"
"3389",2984,"Mineral water"
"3390",2985,"Hot chocolate"
"3391",2985,"Toast"
"3392",2985,"Medialuna"
"3393",2985,"Alfajores"
"3394",2985,"Fudge"
"3395",2986,"Jam"
"3396",2987,"Medialuna"
"3397",2987,"Bakewell"
"3398",2987,"Toast"
"3399",2990,"Bakewell"
"3400",2990,"Medialuna"
"3401",2992,"Farm House"
"3402",2994,"Medialuna"
"3403",2994,"Scone"
"3404",2996,"Farm House"
"3405",2996,"Medialuna"
"3406",2997,"Smoothies"
"3407",3000,"Medialuna"
"3408",3001,"Mineral water"
"3409",3002,"Mineral water"
"3410",3002,"Hot chocolate"
"3411",3003,"Sandwich"
"3412",3003,"Tea"
"3413",3004,"Cookies"
"3414",3005,"Alfajores"
"3415",3005,"Alfajores"
"3416",3006,"Vegan mincepie"
"3417",3008,"Medialuna"
"3418",3009,"Frittata"
"3419",3009,"Toast"
"3420",3010,"Hot chocolate"
"3421",3010,"Muffin"
"3422",3011,"Scandinavian"
"3423",3013,"Bakewell"
"3424",3013,"Tea"
"3425",3017,"Frittata"
"3426",3018,"Scandinavian"
"3427",3020,"Tea"
"3428",3021,"Scandinavian"
"3429",3023,"Tea"
"3430",3025,"Medialuna"
"3431",3026,"Pastry"
"3432",3026,"Toast"
"3433",3027,"Pastry"
"3434",3028,"Tea"
"3435",3029,"Toast"
"3436",3031,"Jam"
"3437",3031,"Hot chocolate"
"3438",3031,"Toast"
"3439",3032,"Sandwich"
"3440",3033,"Tea"
"3441",3033,"Bakewell"
"3442",3033,"Alfajores"
"3443",3034,"Cake"
"3444",3037,"Bakewell"
"3445",3037,"Cake"
"3446",3039,"Medialuna"
"3447",3041,"Vegan mincepie"
"3448",3042,"Vegan mincepie"
"3449",3042,"Cake"
"3450",3044,"Sandwich"
"3451",3045,"Pastry"
"3452",3046,"Cake"
"3453",3046,"Vegan mincepie"
"3454",3046,"Mineral water"
"3455",3046,"Mineral water"
"3456",3047,"Jam"
"3457",3049,"Frittata"
"3458",3052,"Sandwich"
"3459",3053,"Sandwich"
"3460",3053,"Truffles"
"3461",3054,"Tea"
"3462",3054,"Toast"
"3463",3056,"Cake"
"3464",3059,"Fudge"
"3465",3060,"Jam"
"3466",3060,"Jam"
"3467",3063,"Tea"
"3468",3063,"Hot chocolate"
"3469",3063,"Vegan mincepie"
"3470",3064,"Juice"
"3471",3064,"Cake"
"3472",3064,"Jammie Dodgers"
"3473",3066,"Vegan mincepie"
"3474",3066,"Tea"
"3475",3067,"Pastry"
"3476",3068,"Scandinavian"
"3477",3068,"Vegan mincepie"
"3478",3070,"Fudge"
"3479",3070,"Jam"
"3480",3070,"Fudge"
"3481",3070,"Fudge"
"3482",3071,"Jam"
"3483",3074,"Cookies"
"3484",3074,"Pastry"
"3485",3075,"Medialuna"
"3486",3076,"Art Tray"
"3487",3077,"Tea"
"3488",3077,"Tea"
"3489",3077,"Toast"
"3490",3078,"Coke"
"3491",3080,"Bakewell"
"3492",3080,"Farm House"
"3493",3081,"Tea"
"3494",3081,"Alfajores"
"3495",3081,"Hot chocolate"
"3496",3082,"Farm House"
"3497",3084,"Toast"
"3498",3084,"Scandinavian"
"3499",3085,"Vegan mincepie"
"3500",3088,"Alfajores"
"3501",3091,"Medialuna"
"3502",3093,"Frittata"
"3503",3093,"Tea"
"3504",3094,"Tea"
"3505",3095,"Tea"
"3506",3095,"Bakewell"
"3507",3096,"Farm House"
"3508",3097,"Pastry"
"3509",3097,"Medialuna"
"3510",3098,"Sandwich"
"3511",3099,"Medialuna"
"3512",3100,"Pastry"
"3513",3101,"Muffin"
"3514",3102,"Bakewell"
"3515",3106,"Alfajores"
"3516",3107,"Truffles"
"3517",3107,"Truffles"
"3518",3107,"Scandinavian"
"3519",3108,"Tea"
"3520",3108,"Cake"
"3521",3109,"Jam"
"3522",3110,"Fudge"
"3523",3110,"Jam"
"3524",3110,"Jam"
"3525",3113,"Tea"
"3526",3114,"Tea"
"3527",3114,"Toast"
"3528",3121,"Fudge"
"3529",3123,"Tea"
"3530",3124,"Farm House"
"3531",3125,"Medialuna"
"3532",3125,"Muffin"
"3533",3125,"Juice"
"3534",3128,"Muffin"
"3535",3129,"Vegan mincepie"
"3536",3129,"Tea"
"3537",3130,"Alfajores"
"3538",3131,"Medialuna"
"3539",3133,"Tea"
"3540",3136,"Pastry"
"3541",3138,"Farm House"
"3542",3139,"Alfajores"
"3543",3142,"Jam"
"3544",3144,"Pastry"
"3545",3145,"Tea"
"3546",3147,"Toast"
"3547",3149,"Coke"
"3548",3149,"Truffles"
"3549",3150,"Sandwich"
"3550",3150,"Tea"
"3551",3151,"Tea"
"3552",3152,"Coke"
"3553",3153,"Sandwich"
"3554",3154,"Juice"
"3555",3154,"Art Tray"
"3556",3154,"Toast"
"3557",3155,"Tea"
"3558",3156,"Alfajores"
"3559",3157,"Hot chocolate"
"3560",3157,"Hot chocolate"
"3561",3157,"Toast"
"3562",3157,"Pastry"
"3563",3158,"Sandwich"
"3564",3158,"Tea"
"3565",3158,"Juice"
"3566",3158,"Vegan mincepie"
"3567",3160,"Alfajores"
"3568",3160,"Muffin"
"3569",3161,"Jammie Dodgers"
"3570",3162,"Jammie Dodgers"
"3571",3163,"Tea"
"3572",3163,"Jammie Dodgers"
"3573",3163,"Cake"
"3574",3165,"Pastry"
"3575",3165,"Medialuna"
"3576",3166,"Alfajores"
"3577",3166,"Pastry"
"3578",3167,"Medialuna"
"3579",3167,"Toast"
"3580",3168,"Tea"
"3581",3168,"Pastry"
"3582",3171,"Hot chocolate"
"3583",3173,"Pastry"
"3584",3176,"Hot chocolate"
"3585",3177,"Farm House"
"3586",3181,"Dulce de Leche"
"3587",3182,"Pastry"
"3588",3182,"Farm House"
"3589",3183,"Vegan mincepie"
"3590",3185,"Hot chocolate"
"3591",3185,"Pastry"
"3592",3186,"Vegan mincepie"
"3593",3186,"Pastry"
"3594",3189,"Hot chocolate"
"3595",3190,"Sandwich"
"3596",3192,"Hot chocolate"
"3597",3195,"Sandwich"
"3598",3195,"Coke"
"3599",3201,"Fudge"
"3600",3202,"Sandwich"
"3601",3202,"Tea"
"3602",3203,"Sandwich"
"3603",3206,"Hot chocolate"
"3604",3207,"Fudge"
"3605",3211,"Cookies"
"3606",3213,"Alfajores"
"3607",3214,"Tea"
"3608",3215,"Bare Popcorn"
"3609",3215,"Ella's Kitchen Pouches"
"3610",3216,"Farm House"
"3611",3217,"Fudge"
"3612",3217,"Pastry"
"3613",3218,"Hot chocolate"
